nav_final,total_return,annualized_return,annualized_volatility,sharpe_ratio,sharpe_excess_rf,max_drawdown,avg_drawdown,cvar_95,cvar_95_annual,n_days,n_years,success_rate,period_start,period_end,risk_free_note,baseline_alignment_note
1.0288657188001502,0.02886571880015021,0.004954446381679967,0.08596241615802391,-0.21300083657353924,-0.21300083657353924,-0.20886843865285545,-0.11917215346729178,-0.012746570427993225,-0.2023455325286413,1451,5.757936507936508,0.5203308063404548,2020-01-02,2025-10-09,Sharpe computed on daily excess returns vs provided T-Bill series,Baselines must be recomputed with the same OOS period defined in configs/oos_period.yaml; do not mix window-level Sharpe with daily-series Sharpe.
