timestamp,n_assets,n_periods,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,final_nav
20251026_130313,11,60,0.058044116346228414,0.011348315163445699,0.07495495022065235,0.15140181042130685,0.21964109346099492,-0.1846077804974509,0.5206349206349207,1.0580441163462284
