timestamp,n_assets,n_periods,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,final_nav
20251026_130035,10,60,0.4520454631137496,0.0774473140418015,0.11812204273138249,0.6556550517664338,0.9745873074031621,-0.2555188423034253,0.5357142857142857,1.4520454631137496
