timestamp,n_assets,n_periods,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,final_nav
20251026_130157,10,60,0.027554894409522968,0.005451222372068187,0.10720770274762102,0.050847301381888366,0.07894657077612223,-0.27507692910467224,0.5174603174603175,1.027554894409523
