timestamp,n_assets,n_periods,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,final_nav
20251026_130457,11,60,0.19683195488275884,0.03658909384032527,0.06044535315655743,0.6053251727317586,0.8942603841345436,-0.14795879718429952,0.5301587301587302,1.1968319548827588
