timestamp,n_assets,n_periods,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,final_nav
20251104_202231,70,70,0.02886571880015021,0.004890252997167721,0.08594870457865514,0.056897343841784756,0.0798522607926748,-0.20886843865285556,0.5183673469387755,1.0288657188001502
