timestamp,n_assets,n_periods,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,final_nav
20251026_130441,11,60,0.05070748446907958,0.009941841377667515,0.06338737470745945,0.15684261138042613,0.24330962612845924,-0.1583344946200395,0.523015873015873,1.0507074844690796
