timestamp,n_assets,n_periods,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,final_nav
20251026_130126,10,60,0.09911890278793645,0.019081541638187094,0.11136390947555619,0.1713440353167145,0.2650739618966514,-0.25950361717379444,0.5246031746031746,1.0991189027879364
