timestamp,n_assets,n_periods,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,final_nav
20251026_142352,11,60,0.19683152474088894,0.03658901933020986,0.06044534100826643,0.6053240617040442,0.8942593279472878,-0.14795895393528527,0.5301587301587302,1.196831524740889
