timestamp,n_assets,n_periods,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,final_nav
20251026_123315,10,60,0.7561902419614188,0.11921703563981523,0.1255713067408906,0.9493971093715935,1.3154323501729106,-0.19046082426996322,0.5492063492063493,1.7561902419614188
