timestamp,n_assets,n_periods,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,final_nav
20251026_130415,11,60,0.04634164557091425,0.00910115256978794,0.0727926237790277,0.1250285001048427,0.18270491889379492,-0.18267547393625805,0.5182539682539683,1.0463416455709142
