timestamp,n_assets,n_periods,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,final_nav
20251103_154152,70,70,0.02886600861141364,0.00489030152136416,0.08594871938548032,0.05689789861127703,0.0798530022855976,-0.20886833967057603,0.5183673469387755,1.0288660086114136
