timestamp,n_assets,n_periods,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,final_nav
20251031_145518,70,60,-0.00619869280337737,-0.0012428239464243873,0.07719411381017519,-0.0160999833417424,-0.02358589711805724,-0.18631729591261087,0.5071428571428571,0.9938013071966226
