date,return
2020-09-25,-6.812835420699933e-07
2020-09-28,0.0005334780202978173
2020-09-29,0.000689833457677258
2020-09-30,-0.002563351061108665
2020-10-01,0.0011418140367119745
2020-10-02,-0.0008855966921957668
2020-10-05,-0.004919269994294822
2020-10-06,0.0008330602868462599
2020-10-07,-0.0019529833646252047
2020-10-08,0.0017795510707663276
2020-10-09,0.0009616613732823744
2020-10-12,0.0012346624683038097
2020-10-13,0.0008605443415719948
2020-10-14,0.0006924858100387232
2020-10-15,-0.0005009537350398164
2020-10-16,-0.000933170314858517
2020-10-19,-0.0012285878383241355
2020-10-20,-0.0020380232178382643
2020-10-21,-0.0007021676207144001
2020-10-22,-0.0033169470636442433
2020-10-23,0.0015411219320863477
2020-10-26,0.0023758561138644387
2020-10-27,0.0022167429948412145
2020-10-28,-0.0011864071832489332
2020-10-29,-0.003187834206546852
2020-10-30,-0.0027439999201246184
2020-11-02,0.002515816500498547
2020-11-03,-0.001163267149160524
2020-11-04,0.007251576224427597
2020-11-05,0.0017349478655516283
2020-11-06,-0.00307365284079491
2020-11-09,-0.008337896639523022
2020-11-10,-0.0018110933632704996
2020-11-11,0.0009883342876371658
2020-11-12,0.004963194362259848
2020-11-13,-0.00013933847387936899
2020-11-16,-0.0002642159446997637
2020-11-17,0.001894457354281265
2020-11-18,0.00026078801627701925
2020-11-19,0.0015578953181105582
2020-11-20,0.0019184336942414059
2020-11-23,-0.002146060677755718
2020-11-24,-0.0020732925746597022
2020-11-25,0.0005294415181412841
2020-11-27,0.001919726377035179
2020-11-30,-0.0011011455855362959
2020-12-01,0.0034948305650744967
2020-12-02,5.840771612913483e-05
2020-12-03,0.0034051799385203777
2020-12-04,-0.0026987009632085265
2020-12-07,0.005770827173845053
2020-12-08,0.002288393797892467
2020-12-09,-0.008411009174795741
2020-12-10,0.002245794832040909
2020-12-11,0.0006385014973549683
2020-12-14,-0.0001428206000052403
2020-12-15,0.004078173832714683
2020-12-16,0.0015913862873049513
2020-12-17,0.0027411702774504908
2020-12-18,-0.0015325515176153061
2020-12-21,-0.00016755923945757965
2020-12-22,0.00011575020578914386
2020-12-23,-0.0011692469489836387
2020-12-24,0.002378474214505258
2020-12-28,0.001512913249660767
2020-12-29,0.0005160364949140128
2020-12-30,0.0017178943005083426
2020-12-31,0.00141715942748332
2021-01-04,0.000592860960887259
2021-01-05,0.0005649085194957884
2021-01-06,-0.009749466130023091
2021-01-07,0.0025654441787422468
2021-01-08,-0.0037852924186252404
2021-01-11,-0.003612011396064652
2021-01-12,0.000578105780761027
2021-01-13,0.003022207812368696
