strength,sharpe_oos
0.0,5.837469479672649
0.1,6.1022798183412
0.2,6.458353078526866
0.3,6.761486154064015
0.4,6.854601841467988
0.5,6.927042792585525
0.6,6.9751178345035525
0.7,7.327943706073278
