timestamp,n_assets,n_periods,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,final_nav
20251025_111313,10,60,0.7561911442618865,0.11921715064670058,0.12557137870659485,0.9493974811350816,1.3154326618419134,-0.19046116094014814,0.5492063492063493,1.7561911442618865
