timestamp,n_assets,n_periods,total_return,annualized_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,final_nav
20251026_125847,10,60,0.6004653878158825,0.09862444295850326,0.11481352467349801,0.8589967361333728,1.241713378342521,-0.18584062369314994,0.542063492063492,1.6004653878158825
