ticker,weight
SPY,0.011657890065977007
QQQ,0.01635584404682674
IWM,0.008463759736070981
EFA,0.005211477864752261
VGK,0.004813569404151445
VPL,0.0058786749821954695
EWJ,0.006512393174246468
EWG,0.004788961542231036
EEM,0.007372021958197407
EWZ,0.005748742737833833
INDA,0.013726219625407368
MCHI,0.006310713125529258
EWU,0.004664427525352794
EZA,0.0035960009833720732
XLC,0.015470793946868516
XLY,0.01025669624982053
XLP,0.006098275165580858
XLE,0.023624234947573215
XLF,0.014102062192401572
XLV,0.006012256449604004
XLK,0.02055310610273934
XLI,0.014037430768018944
XLB,0.005909277048550713
XLRE,0.0036211810270690868
XLU,0.005218861896392028
USMV,0.007217007392761421
MTUM,0.012336549820163016
QUAL,0.010430176077225104
VLUE,0.009655492509723022
SIZE,0.006866510845250937
VYM,0.008955758299150246
SCHD,0.007587432272475741
SPLV,0.00594041813224813
VUG,0.019031397049203837
VTV,0.008752078609762824
VNQ,0.0036024162232320554
VNQI,0.00449544007579611
O,0.0036342549265640112
PSA,0.0024846101536397667
SHY,0.01366456745615913
IEI,0.008742242997753495
IEF,0.005841027223275606
TLT,0.0030945545627868985
TIP,0.007830366532310142
VGSH,0.013406230838289544
VGIT,0.007948839549545401
AGG,0.006850284841588429
MUB,0.008265977555603122
LQD,0.00541724603049018
HYG,0.012929548755522267
VCIT,0.006583022860345479
VCSH,0.012289438065351769
EMB,0.006870598422899469
EMLC,0.007668494155640317
BNDX,0.010734558422208022
GLD,0.004573149287938032
SLV,0.006595004256448977
PPLT,0.0065950952560332584
DBC,0.08861390951856984
USO,0.05055498091891062
UNG,0.015348919945577109
DBA,0.015352811103998614
CORN,0.052682867985366845
UUP,0.10279712332205486
IBIT,0.0559686414002635
ETHA,0.0041590740311683635
FBTC,0.05650656255696171
GBTC,0.05684987495817815
ETHE,0.0042705722348016254
