ticker,weight
SPY,0.00126290585721022
QQQ,0.0009935828603498218
IWM,0.0009877501395212332
EFA,0.002369370742097799
EEM,0.0009104015213820038
XLC,0.002006594749277016
XLY,0.0012572954010302846
XLP,0.09092683812532178
XLE,0.0006164404850295033
XLF,0.0013411796001689587
XLV,0.006620249666420591
XLK,0.000853562647487367
XLI,0.0016978193842361376
XLB,0.0016362427733556959
XLRE,0.003469441747381141
XLU,0.005034930171896089
USMV,0.003772075387927143
MTUM,0.0014656432589614497
QUAL,0.0015685956387154736
VLUE,0.0013272494057019076
SIZE,0.0015452737161733888
VNQ,0.0029380428595279025
VNQI,0.004191881953772899
SHY,0.13865334684226638
IEI,0.13865334684226638
IEF,0.13865334684226638
TLT,0.13865334684226638
TIP,0.13865334684226638
LQD,0.13865334684226638
HYG,0.004674419822797235
EMB,0.007658001987214881
EMLC,0.00946035664197217
GLD,0.00264929223586131
DBC,0.0007208928410580763
UUP,0.0018607435854966694
IBIT,0.00178942398867252
ETHA,0.00047341975038297113
