Date,equal_weight,risk_parity,sixty_forty,hrp,min_variance_lw,mv_huber,shrunk_mv,shrunk_20
2021-01-06,0.0031296577193859493,0.0009363042527323548,-0.0029522030649714566,-0.002585281703903745,-0.005142202764562011,0.0037084366663782805,5.798209255067268e-05,0.002464546747937249
2021-01-07,0.0045104603543294364,0.003602571580983039,0.005606245283332854,0.0018826661891686155,-0.00033072002276171076,0.0062551623700831845,0.002428484021758667,0.00316058018819386
2021-01-08,0.0022929680365776023,0.0017442416479629811,0.0014052315845983652,0.0014193386963853674,-0.0009230766950402457,-0.008366000829578113,-0.004616716169556483,-0.0060027568884267815
2021-01-11,-0.01010674071757175,-0.00821744730449506,-0.004355394700831092,-0.004119458526988546,-0.0008873745786587688,-0.027187938734213893,-0.017489455185601462,-0.022232239606799077
2021-01-12,0.006839533377985532,0.0060019858772356474,2.0621205493948007e-05,0.003154924420464834,0.0018822907135426258,0.008628041838894769,0.004079315382036286,0.005523001272602701
2021-01-13,0.0020384461603745858,0.0020674080056182114,0.0030791802867363776,0.0013672021554320356,0.0016649672469524496,0.006481459247240517,0.00553274400684383,0.006587080907596912
2021-01-14,0.005014966093685982,0.0034729512118622,-0.00289542609061845,0.000936447421169805,1.3064481394627164e-05,0.009218308641996135,0.005223353473476365,0.007773836887130046
2021-01-15,-0.008846321287265093,-0.006971405666659156,-0.002307154512313422,-0.002646220968156221,0.0012333091493861963,-0.016485568991046955,-0.009601131516563033,-0.012377561898817804
2021-01-19,0.005669280096148026,0.004108476510670767,0.00420604701747897,0.0025617940788699605,-0.000677880260026082,0.00944524027602008,0.0013776727842321086,0.0038833332329437503
2021-01-20,0.005109009302048058,0.005047901233120679,0.00708290736099996,0.003597406950693544,-0.00013929341905706219,-0.0013436419304910102,-0.002723751881794883,-0.0044123365527403025
2021-01-21,-0.005125383223459645,-0.0038128824463502737,-0.0002619926899749863,-0.0008018572212686286,-0.0008169388867514905,-0.014211413825094714,-0.00927494510131259,-0.012763320540176277
2021-01-22,-0.0029917919650915828,-0.0034064512557076968,-0.001013255934531466,-0.002655223326215318,-0.0018103128576239217,0.007515491968931186,0.006131775762487827,0.008012485612403909
2021-01-25,0.003316376719082578,0.0036678401688635884,0.003987793385013807,0.0027348320258413442,0.002747586382615727,0.0015571843410671672,-2.4619751350821216e-05,0.00026462346913001485
2021-01-26,9.508889291393036e-05,0.0003196445065702672,-0.0009490004510780693,0.0006347362784326163,0.0009653972749229943,-0.004255337212751542,-0.004354203609417962,-0.004776677224084974
2021-01-27,-0.015145308417803977,-0.012763237808694618,-0.011783974256276739,-0.007551078721193999,0.00012498678964537133,-0.012319399039695384,-0.0037925172819070923,-0.00579686780697229
2021-01-28,0.0075780140591842045,0.005921653109691659,0.002978887678001518,0.0016489030967713357,-0.0009578120320638559,0.01396230372030626,0.006182854541859884,0.008663749656594595
2021-01-29,-0.011692711583764876,-0.009968356289676477,-0.010995479746925703,-0.005615148101592928,-0.0002969120739615695,-0.004671254185601283,-0.00072165930648185,-0.0012593274704882631
2021-02-01,0.013915086978965862,0.012722276184688564,0.008878136711929928,0.0063978460767947,0.0020032252411361193,0.010798387187634737,0.001924090917361808,0.002822021579183392
2021-02-02,0.008527418105633795,0.0060068966682377085,0.005755281203735549,0.0025323773342498554,-0.000651191870982293,0.012949920207380663,0.00725083211069318,0.01136233677772901
2021-02-03,0.003207127058381897,0.002134966268222295,-0.0008331036073897913,0.0002568323942140402,-0.0004831751495096374,0.004608991263125042,0.001377494297796743,0.0029085452132933936
2021-02-04,0.004717580778322941,0.004114745421815354,0.0054815529338235755,0.0021185494180191956,0.0008087522163208707,-0.00038298553575284516,-0.0012368141105931032,-0.001122635529636303
2021-02-09,0.001993528043753026,0.001467833173934948,4.848783228524788e-05,-0.00023256319046111994,-0.0007992029265615924,0.003714598651261953,0.002531765198241922,0.0039537709440043475
2021-02-10,-0.0009810077880585658,-0.0001554948531292279,0.0010519549218951665,-0.0006567981852727178,-0.00034986409000512913,-0.009658010851806806,-0.005436349641493064,-0.007968191261297884
2021-02-11,0.0022307032040739475,0.0014160354183120351,0.0004262715628731877,0.0011080669920277312,-0.00014815450457866027,0.007747057197189928,0.006467709752702346,0.00899638682002091
2021-02-12,0.003996652725003317,0.00296870227270561,0.0008112222144884189,0.0007308982755901773,-0.0008843371562285867,0.0024687866662614103,-0.0007992234666654671,0.0002473443949238474
2021-02-16,-0.0003264853000719487,-0.0003840874681082513,-0.004054476124659717,-0.0006431033943432808,-0.001372183167907507,-0.00010625109777556024,0.0005103637698442339,0.0013318043437597924
2021-02-17,0.0024707498083174806,0.0019862098551256006,0.00045663637478484027,0.0002407225295400544,0.0005816325626867583,0.008310917434436823,0.006038402875300594,0.008568352464914723
2021-02-18,-0.00398552987589737,-0.0037784022271724203,-0.0021752484778606905,-0.0018552719305558773,-0.00073216707015177,-0.007674986571363012,-0.005243322686471825,-0.006546944922493681
2021-02-19,0.0021329570672898386,0.0010527266034728474,-0.0028960843759555203,-0.0008826419848093857,-0.0015877073274907338,0.006847271913613585,0.0021398738162606043,0.004590257323403057
2021-02-22,-0.005802513485700933,-0.004286236329124862,-0.004676567153185183,-0.0015687135080054428,0.00012438692607595863,-0.009500709223946231,-0.008354767591293562,-0.010440041003111208
2021-02-23,-0.0029526112768291867,-0.0018186564138565184,0.0009933593393462036,0.0013199345080651655,0.0005857165569072839,-0.0195996509532382,-0.009861886789186997,-0.016005038069940407
2021-02-24,0.005887331421504773,0.004717303479533348,0.0047920141981556575,0.002635730334921351,-6.969021008472736e-05,0.007504150990015936,0.0017578883231819452,0.004211053134252408
2021-02-25,-0.01908713606102109,-0.017271334653014753,-0.018905197389502693,-0.012375020143099394,-0.006519094314364097,-0.02598034552641508,-0.015973466939242068,-0.01982143099953764
2021-02-26,-0.008457926468388841,-0.0063186089547707935,0.0018859691636114164,-0.0008436060111882881,0.003266690684568768,-0.008193974309120788,0.0012774589532188803,-0.0012681155174494834
2021-03-01,0.013242753113624528,0.010729212640313316,0.011413218440099947,0.005545922736852998,0.00011242388591372694,0.012768075133557053,0.005658356718386251,0.008757292164051777
2021-03-02,-0.0033237594431850623,-0.002226926204510828,-0.0030091815385503455,-0.0006501205022032743,0.0009930332921907873,-0.007246723114196898,-0.0033480747726778886,-0.005105511987930793
2021-03-03,-0.005474823812309749,-0.005767275972281573,-0.00935205599924088,-0.005373366661897052,-0.0025988630375291034,-0.006661196537174638,-0.003614154303650082,-0.0036088449420185113
2021-03-04,-0.011151515290785785,-0.009717793242461853,-0.008707171463134995,-0.005383701769259063,-0.001496235849567953,-0.023763883163901253,-0.013922081828092955,-0.01917198617513613
2021-03-05,0.011559089888289433,0.009625466749595867,0.008416161890818495,0.005416015028711239,0.0012892654799352605,0.011772713609131666,0.007181229201816924,0.009535641331656033
2021-03-08,-0.0021273818276519043,-0.003136750111876903,-0.00446593256517063,-0.004100326998629954,-0.0018420159363772607,-0.0060536556318114415,-0.006853851620150099,-0.0066789892594705
2021-03-09,0.01139107155229242,0.01027786471202642,0.009451949492419688,0.006126569696501478,0.0018229880935303362,0.02796588047881963,0.015080001136390768,0.020125000163189764
2021-03-10,0.005733475291727361,0.005060989794191969,0.004149110386824455,0.002379425240161033,0.000647676055029155,0.0027364207538177463,-0.0006758332197874318,0.0004098931885064709
2021-03-15,0.003951975487009153,0.0033801854349330375,0.0035873161334182575,0.0002577418291926806,0.0008877701388239992,0.0035442927280967085,0.0017238622486539963,0.0018999455123561216
2021-03-16,-0.001172016206841998,-0.0007657463420408253,-0.0007188142526064711,0.0005066559414499273,0.0004257567795308711,-0.0031601395305879197,-0.0028580347461280545,-0.0039256455177604285
