date,turnover,cost,optimizer_cost,rounding_cost,status,solver_status,allocator,weights_pre_rounding,heuristic_method,heuristic_diagnostics
2014-05-28,0.002784081092293737,5.5622575682616336e-06,5.562257568261634,0.0,below,optimal,optimizer,"{'SPY': -1.33786296066488e-10, 'QQQ': -1.3360808427174152e-10, 'IWM': 0.09335827736398401, 'EFA': -1.3368045258056082e-10, 'VGK': 0.002424360344501947, 'VPL': -1.3409011385275854e-10, 'EWJ': 0.08478825323084842, 'EWG': 0.009894346870466815, 'EEM': -1.3402988902998626e-10, 'EWZ': -1.3400545243296985e-10, 'INDA': -1.3389167704489535e-10, 'MCHI': 8.317697917063855e-05, 'EWU': 3.9774610536889864e-06, 'EZA': -1.3396029874412498e-10, 'XLY': -1.3405821475517802e-10, 'XLP': 0.09860830435350168, 'XLE': 0.09705729778423088, 'XLF': 0.09230567664444576, 'XLV': 0.01470428446295801, 'XLK': -1.3355184108072113e-10, 'XLI': 0.09999997608357906, 'XLB': -1.3360021600843464e-10, 'XLU': 0.0032454950238634895, 'USMV': 0.0028532505699326222, 'MTUM': -1.3387980074657338e-10, 'QUAL': -1.336819257663195e-10, 'VLUE': -1.335275945239052e-10, 'SIZE': -1.3322667669811537e-10, 'VYM': -1.3378971113936797e-10, 'SCHD': -1.3378168200150384e-10, 'SPLV': -1.3395613460069223e-10, 'VUG': -1.3375831402088474e-10, 'VTV': 0.07276867618440128, 'VNQ': 2.506609222787803e-08, 'VNQI': 0.0028060214123725186, 'O': 2.1480883570212695e-08, 'PSA': 2.5847947202047117e-08, 'SHY': 0.08169300459027092, 'IEI': 0.06830699512924303, 'IEF': -1.3341427827331767e-10, 'TLT': 0.02509863006871983, 'TIP': -1.3345233553434808e-10, 'VGSH': -1.3359741165631402e-10, 'VGIT': -1.3349496720690667e-10, 'AGG': -1.334592536759895e-10, 'MUB': -1.3335848886258097e-10, 'LQD': -1.333300843791986e-10, 'HYG': -1.3357256743006635e-10, 'VCIT': -1.333528552553e-10, 'VCSH': -1.3352018344106413e-10, 'EMB': -1.3349350433484246e-10, 'EMLC': -1.338522383903134e-10, 'BNDX': -1.3343283597746593e-10, 'GLD': 0.002719230481921054, 'SLV': 0.03328574149204896, 'PPLT': 3.161009905257393e-08, 'DBC': 2.934165598411505e-08, 'USO': 0.008181549183254144, 'UNG': 0.027388957348961487, 'DBA': 0.004910890292568029, 'CORN': 2.274813694240446e-08, 'UUP': 0.07351347482608198}",,
2014-06-30,0.00561236588306119,1.1219467788733627e-05,11.219467788733628,0.0,below,optimal,optimizer,"{'SPY': -2.460138009774291e-10, 'QQQ': -2.456457102859814e-10, 'IWM': 0.09573608109761474, 'EFA': -2.4588662594498956e-10, 'VGK': 0.0023756324361284284, 'VPL': -2.464253813761039e-10, 'EWJ': 0.08509588379826967, 'EWG': 0.009644013334328759, 'EEM': -2.464604842548271e-10, 'EWZ': -2.4637996899418395e-10, 'INDA': -2.461333952300068e-10, 'MCHI': 8.30419827889672e-05, 'EWU': 3.9253965446004895e-06, 'EZA': -2.4643906438492757e-10, 'XLY': -2.464761946905683e-10, 'XLP': 0.09747265673711789, 'XLE': 0.09999994837448718, 'XLF': 0.09031523352710578, 'XLV': 0.014806875530248603, 'XLK': -2.45632506682861e-10, 'XLI': 0.09833914347637211, 'XLB': -2.4572807174595134e-10, 'XLU': 0.003337269813679289, 'USMV': 0.002841045071835142, 'MTUM': -2.461912298707772e-10, 'QUAL': -2.459346703561622e-10, 'VLUE': -2.4557600095251617e-10, 'SIZE': -2.4508199588793407e-10, 'VYM': -2.4601759578756474e-10, 'SCHD': -2.4603981836780534e-10, 'SPLV': -2.4628868648362605e-10, 'VUG': -2.459452149844786e-10, 'VTV': 0.07287133803551026, 'VNQ': 5.12738952722626e-08, 'VNQI': 0.0027975888607959442, 'O': 4.553624161248191e-08, 'PSA': 5.271432463369907e-08, 'SHY': 0.07966595122348681, 'IEI': 0.07033404826100707, 'IEF': -2.455853718174432e-10, 'TLT': 0.02428033142583047, 'TIP': -2.45625391791935e-10, 'VGSH': -2.458768715285403e-10, 'VGIT': -2.457091795848096e-10, 'AGG': -2.45642360997122e-10, 'MUB': -2.4549267964151444e-10, 'LQD': -2.4544653558528254e-10, 'HYG': -2.457837324288033e-10, 'VCIT': -2.4546735465739206e-10, 'VCSH': -2.4574863452682175e-10, 'EMB': -2.456793823848063e-10, 'EMLC': -2.4627022010158777e-10, 'BNDX': -2.455870888381151e-10, 'GLD': 0.0028008327374851264, 'SLV': 0.035932067243591624, 'PPLT': 6.894127901949194e-08, 'DBC': 6.05986808022437e-08, 'USO': 0.008234153053012781, 'UNG': 0.027459324211631976, 'DBA': 0.00473950466238664, 'CORN': 3.5163721915723524e-08, 'UUP': 0.07083380334880757}",,
2014-08-01,0.0008477715130481918,1.6907293315390386e-06,1.6907293315390386,0.0,below,optimal,optimizer,"{'SPY': -4.82338841447901e-11, 'QQQ': -4.813925905500163e-11, 'IWM': 0.09103799242896676, 'EFA': -4.831539258468172e-11, 'VGK': 0.002313069725057334, 'VPL': -4.8318548204348226e-11, 'EWJ': 0.08700962793114114, 'EWG': 0.009070330307802486, 'EEM': -4.835171075089458e-11, 'EWZ': -4.832636256611062e-11, 'INDA': -4.8239177120459116e-11, 'MCHI': 9.217883744277632e-05, 'EWU': 4.039346255737553e-06, 'EZA': -4.838259426584354e-11, 'XLY': -4.831862413161874e-11, 'XLP': 0.09752148925998855, 'XLE': 0.0982998921644014, 'XLF': 0.09061240749502135, 'XLV': 0.015233404979323684, 'XLK': -4.8119900874778994e-11, 'XLI': 0.09670911444382853, 'XLB': -4.818392536840917e-11, 'XLU': 0.0032039687257417924, 'USMV': 0.002876444578009767, 'MTUM': -4.827012809615939e-11, 'QUAL': -4.8206247270624544e-11, 'VLUE': -4.814395243056061e-11, 'SIZE': -4.8067220060082464e-11, 'VYM': -4.823167732707084e-11, 'SCHD': -4.823803286077902e-11, 'SPLV': -4.828671093852222e-11, 'VUG': -4.8226974736676e-11, 'VTV': 0.07371281810966789, 'VNQ': 1.7583735911696318e-08, 'VNQI': 0.002895959933254912, 'O': 1.413794073015561e-08, 'PSA': 1.636073800217392e-08, 'SHY': 0.08189028972758057, 'IEI': 0.07222585405159083, 'IEF': -4.806442515279564e-11, 'TLT': 0.025291119597663645, 'TIP': -4.808660485853802e-11, 'VGSH': -4.8145922303330596e-11, 'VGIT': -4.8101219951523895e-11, 'AGG': -4.809587282902454e-11, 'MUB': -4.8048276911792205e-11, 'LQD': -4.8052858320549206e-11, 'HYG': -4.814675295488636e-11, 'VCIT': -4.806181548881322e-11, 'VCSH': -4.812372842060597e-11, 'EMB': -4.8096514726662443e-11, 'EMLC': -4.822126029456423e-11, 'BNDX': -4.8079226519905306e-11, 'GLD': 0.002793181670804488, 'SLV': 0.03554292226224036, 'PPLT': 1.7691840454764696e-08, 'DBC': 1.4561280992637585e-08, 'USO': 0.007867155845811045, 'UNG': 0.02476751427938777, 'DBA': 0.004716339808225332, 'CORN': 7.253738819261988e-09, 'UUP': 0.07431279844344166}",,
2014-09-04,0.004961212238145207,9.917724006985093e-06,9.917724006985093,0.0,below,optimal,optimizer,"{'SPY': -3.439486301780899e-10, 'QQQ': -3.435036774781386e-10, 'IWM': 0.08844529859643267, 'EFA': 9.755483134183583e-08, 'VGK': 0.0023055784793919562, 'VPL': 9.158061775724823e-08, 'EWJ': 0.08446320839996266, 'EWG': 0.00903619443302908, 'EEM': 1.0120634092632085e-07, 'EWZ': 1.388215707302052e-07, 'INDA': 0.0012273799520187928, 'MCHI': 9.43097367544333e-05, 'EWU': 3.975378207714081e-06, 'EZA': 8.978624852964792e-08, 'XLY': -3.44493223939885e-10, 'XLP': 0.09954278984134815, 'XLE': 0.09675513547682373, 'XLF': 0.09352937464307196, 'XLV': 0.015604375784362681, 'XLK': -3.433792283922888e-10, 'XLI': 0.09900002468852262, 'XLB': -3.4394623079937276e-10, 'XLU': 0.003261417272807158, 'USMV': 0.0029276164853978934, 'MTUM': -3.4409826941534536e-10, 'QUAL': -3.4392445076042813e-10, 'VLUE': -3.4326411426431005e-10, 'SIZE': -3.428825774840254e-10, 'VYM': -3.4386069820578984e-10, 'SCHD': -3.439550580819569e-10, 'SPLV': -3.4447884802030914e-10, 'VUG': -3.440563346372972e-10, 'VTV': 0.07484450431749913, 'VNQ': 0.0037216635277429913, 'VNQI': 0.0028688339541296792, 'O': 1.092549828872382e-06, 'PSA': 4.266237858905339e-07, 'SHY': 0.08018193472315074, 'IEI': 0.0707975753142352, 'IEF': -3.434191328856988e-10, 'TLT': 0.025109963228108916, 'TIP': -3.435617305976499e-10, 'VGSH': -3.441507794379076e-10, 'VGIT': -3.4377206335232006e-10, 'AGG': -3.436862578784356e-10, 'MUB': -3.432299173311618e-10, 'LQD': -3.4333855717481293e-10, 'HYG': -3.439044769218322e-10, 'VCIT': -3.433623922099723e-10, 'VCSH': -3.4395939828170897e-10, 'EMB': -3.4336438624094844e-10, 'EMLC': -3.443007326818366e-10, 'BNDX': -3.4358384322993346e-10, 'GLD': 0.002670439104998959, 'SLV': 0.03264849043387816, 'PPLT': 1.4062275921728465e-07, 'DBC': 1.290943789734347e-07, 'USO': 0.0075042761669167745, 'UNG': 0.02413271239352527, 'DBA': 0.004576954678015382, 'CORN': 5.440196956457759e-08, 'UUP': 0.07474361968476041}",,
2014-10-07,0.003007025330479289,6.01802674711534e-06,6.01802674711534,0.0,below,optimal,optimizer,"{'SPY': 7.216129473020758e-08, 'QQQ': 9.192373728706738e-08, 'IWM': 0.08423377216167825, 'EFA': 1.105496333513939e-07, 'VGK': 0.0021901100664383595, 'VPL': 1.1071816133544662e-07, 'EWJ': 0.08349651975112331, 'EWG': 0.008459332231026278, 'EEM': 9.552969340349633e-08, 'EWZ': 8.367511435645549e-08, 'INDA': 0.003060736664160293, 'MCHI': 8.913579051878718e-05, 'EWU': 3.887038703352555e-06, 'EZA': 7.544762918458809e-08, 'XLY': 5.3217319341604965e-08, 'XLP': 0.10000000079226029, 'XLE': 0.09055099951571155, 'XLF': 0.09430571509699538, 'XLV': 0.01596239837988105, 'XLK': 1.1187030780781775e-07, 'XLI': 0.09724776916624948, 'XLB': 6.371310258635081e-08, 'XLU': 0.0033467280759159296, 'USMV': 0.0029743530033145924, 'MTUM': 6.501725160155509e-08, 'QUAL': 7.223911533798979e-08, 'VLUE': 9.619955719919361e-08, 'SIZE': 1.862289222245557e-07, 'VYM': 8.02798501092265e-08, 'SCHD': 7.898411642412615e-08, 'SPLV': 7.664998562365927e-08, 'VUG': 6.574510200659506e-08, 'VTV': 0.0748178191789513, 'VNQ': 0.0036092844565267027, 'VNQI': 0.002699832027632613, 'O': 1.9214990233216672e-06, 'PSA': 5.801871085479092e-08, 'SHY': 0.08285411312286486, 'IEI': 0.0734498167829315, 'IEF': 2.112610211675322e-07, 'TLT': 0.027858715962976486, 'TIP': 1.318660924219066e-07, 'VGSH': 9.639497860260324e-08, 'VGIT': 1.3035097454648725e-07, 'AGG': 1.5523323206252254e-07, 'MUB': 2.943784977088711e-07, 'LQD': 2.809821729768776e-07, 'HYG': 1.0177559846496931e-07, 'VCIT': 2.2329598394085064e-07, 'VCSH': 1.1185185917795845e-07, 'EMB': 1.389687992395975e-07, 'EMLC': 5.967857474886149e-08, 'BNDX': 1.867119722080184e-07, 'GLD': 0.002637677238096645, 'SLV': 0.03024365408338442, 'PPLT': 5.134851935040731e-08, 'DBC': 4.5717645928784235e-08, 'USO': 0.0073215754767992644, 'UNG': 0.025101721912224793, 'DBA': 0.0047228689831453775, 'CORN': 3.326833063871842e-08, 'UUP': 0.07875564028860745}",,
2014-11-07,0.004485671723124479,8.968890722786117e-06,8.968890722786117,0.0,below,optimal,optimizer,"{'SPY': 5.269799721499352e-08, 'QQQ': 6.264982045577229e-08, 'IWM': 0.08868471003564225, 'EFA': 4.91650900592155e-08, 'VGK': 0.0021307823802599853, 'VPL': 5.4301193582439855e-08, 'EWJ': 0.08168408344409657, 'EWG': 0.008275187985337636, 'EEM': 5.142820750960312e-08, 'EWZ': 3.448992569292403e-08, 'INDA': 0.0051376505658978465, 'MCHI': 8.756560490148476e-05, 'EWU': 3.5917895544423105e-06, 'EZA': 4.6735269324914815e-08, 'XLY': 3.861926983443198e-08, 'XLP': 0.10000000053670002, 'XLE': 0.08783493111632591, 'XLF': 0.09631795818978582, 'XLV': 0.016355184788539562, 'XLK': 6.459309217546927e-08, 'XLI': 0.10000000052085148, 'XLB': 4.369292988678115e-08, 'XLU': 0.003515335134657296, 'USMV': 0.0030450374608607896, 'MTUM': 4.633541028916389e-08, 'QUAL': 5.110919522197474e-08, 'VLUE': 6.075574897483066e-08, 'SIZE': 7.036115585608734e-08, 'VYM': 5.6375886875702245e-08, 'SCHD': 5.358115309487035e-08, 'SPLV': 5.940759005938106e-08, 'VUG': 5.157461118090589e-08, 'VTV': 0.07573203130719847, 'VNQ': 0.0038278226137816026, 'VNQI': 0.0026809069291888698, 'O': 2.0231352114185233e-06, 'PSA': 6.646600494828426e-08, 'SHY': 0.08014521168753509, 'IEI': 0.07126532074020459, 'IEF': 5.682144530602635e-08, 'TLT': 0.027095909234191317, 'TIP': 7.026383437698161e-08, 'VGSH': 6.593888044056475e-08, 'VGIT': 7.028522543214702e-08, 'AGG': 6.97641346609364e-08, 'MUB': 5.4886275150442565e-08, 'LQD': 5.5272070791916814e-08, 'HYG': 6.232355869390061e-08, 'VCIT': 6.405269534979736e-08, 'VCSH': 6.783580815948931e-08, 'EMB': 7.046114652495973e-08, 'EMLC': 4.8682548072965385e-08, 'BNDX': 6.652687668893901e-08, 'GLD': 0.0024718366650941007, 'SLV': 0.02670631461804574, 'PPLT': 3.235624471677927e-08, 'DBC': 3.3139425205206605e-08, 'USO': 0.0062778084770192585, 'UNG': 0.028619049846274794, 'DBA': 0.004385471031101026, 'CORN': 2.9780882869285157e-08, 'UUP': 0.07771634143113819}",,
2014-12-11,0.0037145859187599525,7.424623779871916e-06,7.424623779871916,0.0,below,optimal,optimizer,"{'SPY': 6.161850340301081e-09, 'QQQ': 6.983373896613974e-09, 'IWM': 0.08929548502226006, 'EFA': 4.205991422482217e-09, 'VGK': 0.0021546263489021066, 'VPL': 4.263591365312784e-09, 'EWJ': 0.08198289087361087, 'EWG': 0.008797894992606654, 'EEM': 3.9222154228567295e-09, 'EWZ': 3.149786667419418e-09, 'INDA': 0.004974912183897874, 'MCHI': 8.91848380390359e-05, 'EWU': 3.613546905161262e-06, 'EZA': 3.6523641683790103e-09, 'XLY': 5.229222931098133e-09, 'XLP': 0.10000000008411426, 'XLE': 0.07609765437443983, 'XLF': 0.0994583296254223, 'XLV': 0.01725766007242077, 'XLK': 7.214106114769774e-09, 'XLI': 0.10000000007311038, 'XLB': 5.2480313032237835e-09, 'XLU': 0.0035677787164905307, 'USMV': 0.003131865290723012, 'MTUM': 5.8444988604096845e-09, 'QUAL': 5.9491552668094275e-09, 'VLUE': 6.6103635796496896e-09, 'SIZE': 9.218972376667188e-09, 'VYM': 6.571738810716453e-09, 'SCHD': 6.332106056948295e-09, 'SPLV': 7.673811998264417e-09, 'VUG': 5.929458569186409e-09, 'VTV': 0.07688492940052716, 'VNQ': 0.004005397109612694, 'VNQI': 0.002701065199917793, 'O': 0.002242420395727699, 'PSA': 2.299789389322196e-08, 'SHY': 0.08114283990395753, 'IEI': 0.0723672163582968, 'IEF': 1.17789456476883e-08, 'TLT': 0.030091823466935924, 'TIP': 9.474480669595018e-09, 'VGSH': 7.811500990427016e-09, 'VGIT': 9.256310242893854e-09, 'AGG': 9.80407938059401e-09, 'MUB': 1.1093395617867322e-08, 'LQD': 1.06445834969116e-08, 'HYG': 6.34416192202911e-09, 'VCIT': 1.0153224016077893e-08, 'VCSH': 8.094571222246822e-09, 'EMB': 8.191329704686223e-09, 'EMLC': 5.3929563547046005e-09, 'BNDX': 1.030464120047999e-08, 'GLD': 0.00260220125592333, 'SLV': 0.029076188515243854, 'PPLT': 5.58061297620845e-09, 'DBC': 3.6487570505686792e-09, 'USO': 0.004805259175092544, 'UNG': 0.023332160455169646, 'DBA': 0.004402685954102569, 'CORN': 4.649083142390166e-09, 'UUP': 0.07953365738532144}",,
2015-01-15,0.0023037722480996436,4.60171779457914e-06,4.601717794579139,0.0,below,optimal,optimizer,"{'SPY': 1.8072516535815014e-09, 'QQQ': 1.8861123463021058e-09, 'IWM': 0.08932723154148128, 'EFA': 1.3959040123335956e-09, 'VGK': 0.002101242170307512, 'VPL': 1.5454947669799172e-09, 'EWJ': 0.08147187615498107, 'EWG': 0.008489081380080785, 'EEM': 1.5534185114256487e-09, 'EWZ': 1.1926990581173669e-09, 'INDA': 0.005218610148804784, 'MCHI': 9.488411601333839e-05, 'EWU': 3.4958244922520177e-06, 'EZA': 1.4685065707822988e-09, 'XLY': 1.6780229957632424e-09, 'XLP': 0.10000000003840588, 'XLE': 0.07437578132332684, 'XLF': 0.09495409092338301, 'XLV': 0.017257206566445846, 'XLK': 1.9383231691987836e-09, 'XLI': 0.09871048856294026, 'XLB': 1.5720054844607778e-09, 'XLU': 0.0037721363166465433, 'USMV': 0.0031911182166614923, 'MTUM': 1.7532599402283278e-09, 'QUAL': 1.7756216799960599e-09, 'VLUE': 1.8869310364101423e-09, 'SIZE': 2.4713351863011495e-09, 'VYM': 1.9468186094235237e-09, 'SCHD': 1.9719126538796107e-09, 'SPLV': 2.3957277756486966e-09, 'VUG': 1.7471756603204678e-09, 'VTV': 0.07617961565388037, 'VNQ': 0.004347931067294534, 'VNQI': 0.002796480442510452, 'O': 0.0025652318963590155, 'PSA': 5.333857798760522e-09, 'SHY': 0.08229880338075977, 'IEI': 0.0745715121964888, 'IEF': 4.234362896402732e-09, 'TLT': 0.03518626374079276, 'TIP': 3.1152461345191266e-09, 'VGSH': 2.627122780489608e-09, 'VGIT': 3.25839193106371e-09, 'AGG': 3.2559442687717175e-09, 'MUB': 3.401054931701455e-09, 'LQD': 3.5030093842726067e-09, 'HYG': 2.086089972741969e-09, 'VCIT': 3.3472094674071023e-09, 'VCSH': 2.7059383978009426e-09, 'EMB': 2.47086322349277e-09, 'EMLC': 1.9264143818165497e-09, 'BNDX': 3.310053122468727e-09, 'GLD': 0.002694262249633018, 'SLV': 0.02889045058912566, 'PPLT': 2.0371661378514104e-09, 'DBC': 1.2609511266520925e-09, 'USO': 0.003687539190479958, 'UNG': 0.019970384975366785, 'DBA': 0.004277358303248969, 'CORN': 1.8229945094022098e-09, 'UUP': 0.08356684134689701}",,
2015-02-19,0.006155609373902112,1.2304237464053711e-05,12.304237464053712,0.0,below,optimal,optimizer,"{'SPY': -4.469193314655555e-10, 'QQQ': -4.39718961591515e-10, 'IWM': 0.09198152411563186, 'EFA': -4.312574570953899e-10, 'VGK': 0.002184247774113478, 'VPL': -4.2993896545782245e-10, 'EWJ': 0.08584886406747322, 'EWG': 0.008835035502968729, 'EEM': -4.2938743294054103e-10, 'EWZ': -4.327197841588059e-10, 'INDA': 0.005314789740490851, 'MCHI': 9.358628083194992e-05, 'EWU': 3.617697283948843e-06, 'EZA': -4.2947644587484166e-10, 'XLY': -4.401285044874856e-10, 'XLP': 0.09808106331292937, 'XLE': 0.07520905850296009, 'XLF': 0.0961526438841791, 'XLV': 0.017292869746137793, 'XLK': -4.4624151545382693e-10, 'XLI': 0.09999994957189991, 'XLB': -4.4779152322175786e-10, 'XLU': 0.003459520457439361, 'USMV': 0.0031698012326060107, 'MTUM': -4.4744142342937127e-10, 'QUAL': -4.4695782631277327e-10, 'VLUE': -4.4655928880008467e-10, 'SIZE': -4.4508048987277273e-10, 'VYM': -4.464036174607928e-10, 'SCHD': -4.4635916778627735e-10, 'SPLV': -4.3011684917527843e-10, 'VUG': -4.4031662142480353e-10, 'VTV': 0.07686054311902224, 'VNQ': 0.004076065914799035, 'VNQI': 0.0028021084983084386, 'O': 0.008602184767592487, 'PSA': 2.4092605016532965e-07, 'SHY': 0.07957515181784146, 'IEI': 0.07119321213037051, 'IEF': -4.3256609329095925e-10, 'TLT': 0.03194242700749468, 'TIP': -4.3541412923050184e-10, 'VGSH': -4.361382318016936e-10, 'VGIT': -4.3353126448672383e-10, 'AGG': -4.351610033247504e-10, 'MUB': -4.3494561330046767e-10, 'LQD': -4.347814789681519e-10, 'HYG': -4.373486813406187e-10, 'VCIT': -4.3494554642164723e-10, 'VCSH': -4.359547308147753e-10, 'EMB': -4.361717235474764e-10, 'EMLC': -4.3817121398033956e-10, 'BNDX': -4.348782287557048e-10, 'GLD': 0.0025021087441761828, 'SLV': 0.027086667938638533, 'PPLT': 6.40100763017536e-08, 'DBC': 4.114388615699863e-08, 'USO': 0.0038586787193239254, 'UNG': 0.017195695965060112, 'DBA': 0.0039950345250360855, 'CORN': 5.910467632678649e-08, 'UUP': 0.0826831573635247}",,
2015-03-24,4.058000033770657e-06,3.8827691651350393e-13,3.8827691651350395e-07,0.0,below,optimal,optimizer,"{'SPY': 5.683274358629105e-12, 'QQQ': 6.8611027258773756e-12, 'IWM': 0.09422450769933449, 'EFA': 5.074384310510286e-12, 'VGK': 0.002200377629036739, 'VPL': 5.1186263707983525e-12, 'EWJ': 0.08957821024670175, 'EWG': 0.009152856865852639, 'EEM': 4.850115950157786e-12, 'EWZ': 4.715930167429442e-12, 'INDA': 0.005121271393635645, 'MCHI': 9.386362213945229e-05, 'EWU': 3.6583159418779703e-06, 'EZA': 4.826389550254009e-12, 'XLY': 6.844875347735721e-12, 'XLP': 0.09658209980423176, 'XLE': 0.07070161263535123, 'XLF': 0.09627277728896189, 'XLV': 0.017848664581669817, 'XLK': 5.703280552322685e-12, 'XLI': 0.09765031130150297, 'XLB': 5.629184320762401e-12, 'XLU': 0.0033701848335820675, 'USMV': 0.0031705810076829623, 'MTUM': 5.691301423307592e-12, 'QUAL': 5.691544651407199e-12, 'VLUE': 5.688230003075998e-12, 'SIZE': 5.7364399553093736e-12, 'VYM': 5.688522987090192e-12, 'SCHD': 5.689523854223883e-12, 'SPLV': 3.3622921438102053e-12, 'VUG': 6.838017336714736e-12, 'VTV': 0.07576209901857917, 'VNQ': 0.004159897312988909, 'VNQI': 0.0027923144866768357, 'O': 0.008755257501999089, 'PSA': -4.0262619206606494e-12, 'SHY': 0.0792908000008736, 'IEI': 0.0716035335321158, 'IEF': 7.000425615335074e-12, 'TLT': 0.03339640383352454, 'TIP': 6.591681931684341e-12, 'VGSH': 6.570341869173293e-12, 'VGIT': 6.972529545260134e-12, 'AGG': 6.5990968545346476e-12, 'MUB': 6.604040459920218e-12, 'LQD': 6.6079148098633955e-12, 'HYG': 6.527204538833406e-12, 'VCIT': 6.6051387038093585e-12, 'VCSH': 6.577062914423391e-12, 'EMB': 6.5636211666804235e-12, 'EMLC': 6.487586040473328e-12, 'BNDX': 6.6087215638654565e-12, 'GLD': 0.0024561251211535034, 'SLV': 0.027861306844063887, 'PPLT': -4.1338524602174355e-12, 'DBC': -4.221312689459267e-12, 'USO': 0.0033472619865804586, 'UNG': 0.016543409138789284, 'DBA': 0.0038425882272852636, 'CORN': -4.150468657302145e-12, 'UUP': 0.08421802560023235}",,
2015-04-27,0.003251788244651333,6.493023233136871e-06,6.493023233136871,0.0,below,optimal,optimizer,"{'SPY': -1.186570417380897e-10, 'QQQ': -1.189408408915705e-10, 'IWM': 0.0931670251196452, 'EFA': -1.202457201563237e-10, 'VGK': 0.0022520819203301853, 'VPL': -1.1992618190784112e-10, 'EWJ': 0.09235514408864443, 'EWG': 0.009093312053633538, 'EEM': -1.2045533137105065e-10, 'EWZ': -1.21430674741661e-10, 'INDA': 0.004738699750983372, 'MCHI': 0.00011331950156552036, 'EWU': 3.7956214021331032e-06, 'EZA': -1.207433907208237e-10, 'XLY': -1.1905722462928928e-10, 'XLP': 0.09666623658375775, 'XLE': 0.07251290783422197, 'XLF': 0.09527710900622731, 'XLV': 0.017547672764796175, 'XLK': -1.1845370590838687e-10, 'XLI': 0.09708052811389731, 'XLB': -1.188769760049946e-10, 'XLU': 0.003367079200916711, 'USMV': 0.0031571293155508713, 'MTUM': -1.1853332203327305e-10, 'QUAL': -1.1859306790145026e-10, 'VLUE': -1.186376104944301e-10, 'SIZE': -1.1841456075800552e-10, 'VYM': -1.186751551170779e-10, 'SCHD': -1.1869008016013193e-10, 'SPLV': -1.1992766794896026e-10, 'VUG': -1.1916133899272907e-10, 'VTV': 0.0765029649590695, 'VNQ': 0.003993285634720466, 'VNQI': 0.0029137668732184866, 'O': 0.008196070430820926, 'PSA': 3.986240113823259e-08, 'SHY': 0.07920043556267017, 'IEI': 0.07158965443394757, 'IEF': -1.190130578046036e-10, 'TLT': 0.03246114125939298, 'TIP': -1.1892728617005745e-10, 'VGSH': -1.190273965239713e-10, 'VGIT': -1.1914507554763984e-10, 'AGG': -1.1889438177436322e-10, 'MUB': -1.1891034212775296e-10, 'LQD': -1.1886732249156802e-10, 'HYG': -1.1925182887126122e-10, 'VCIT': -1.1886542181972243e-10, 'VCSH': -1.1899714424494794e-10, 'EMB': -1.190637245802773e-10, 'EMLC': -1.1952823566012936e-10, 'BNDX': -1.188413579100494e-10, 'GLD': 0.002463375847360397, 'SLV': 0.026672383920281133, 'PPLT': 1.9920511285574223e-08, 'DBC': 1.2252522738873729e-08, 'USO': 0.00384364202491777, 'UNG': 0.014433904501442857, 'DBA': 0.00376489327832855, 'CORN': 1.31915704625005e-08, 'UUP': 0.08663235886600339}",,
2015-05-29,5.874378945047025e-06,3.9519840066436917e-13,3.951984006643692e-07,0.0,below,optimal,optimizer,"{'SPY': 5.791681613233213e-12, 'QQQ': 7.1104587799822034e-12, 'IWM': 0.09323092707896075, 'EFA': 5.130417027424743e-12, 'VGK': 0.0022419026721096852, 'VPL': 5.175450063730619e-12, 'EWJ': 0.09119004184268292, 'EWG': 0.008775246418704573, 'EEM': 4.897875648473587e-12, 'EWZ': 4.7209448030654524e-12, 'INDA': 0.0048442061120474705, 'MCHI': 0.00010592638853608151, 'EWU': 3.82666692877677e-06, 'EZA': 4.844710401084319e-12, 'XLY': 7.100145828172699e-12, 'XLP': 0.0969601448941886, 'XLE': 0.06977941475126959, 'XLF': 0.09742739204512026, 'XLV': 0.018101278350033816, 'XLK': 5.814158767562544e-12, 'XLI': 0.09676755104617699, 'XLB': 5.744624505475235e-12, 'XLU': 0.0033769732927740716, 'USMV': 0.0031690358781107453, 'MTUM': 5.810873135615554e-12, 'QUAL': 5.798852179176774e-12, 'VLUE': 5.7988721414730995e-12, 'SIZE': 5.8404350290059994e-12, 'VYM': 5.791612026502025e-12, 'SCHD': 5.788420784731793e-12, 'SPLV': 3.4450324248775354e-12, 'VUG': 7.071004606724709e-12, 'VTV': 0.07750491727248043, 'VNQ': 0.003848099833381118, 'VNQI': 0.002838226895779127, 'O': 0.0076817632506051255, 'PSA': -3.696821805686409e-12, 'SHY': 0.07967813453219703, 'IEI': 0.07171273859405475, 'IEF': 7.266427634793703e-12, 'TLT': 0.031066113685993022, 'TIP': 6.785920838749204e-12, 'VGSH': 6.78910392730014e-12, 'VGIT': 7.249405091089572e-12, 'AGG': 6.802246015294526e-12, 'MUB': 6.800928168392591e-12, 'LQD': 6.795795455709523e-12, 'HYG': 6.737383497687051e-12, 'VCIT': 6.801641855765529e-12, 'VCSH': 6.7913651305968005e-12, 'EMB': 6.752240396191952e-12, 'EMLC': 6.654383653315933e-12, 'BNDX': 6.813113221882976e-12, 'GLD': 0.0024505252929346837, 'SLV': 0.02733767857021482, 'PPLT': -3.8096640053273275e-12, 'DBC': -3.883857599782296e-12, 'USO': 0.004006539803528706, 'UNG': 0.014993872689912549, 'DBA': 0.0037194351851671166, 'CORN': -3.848601895448714e-12, 'UUP': 0.08718808678058414}",,
