train_start,train_end,test_start,test_end,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,cumulative_nav,turnover,cost_fraction
2021-11-18,2022-11-17,2022-11-22,2022-12-21,-0.001759678641584994,-0.020912970751256643,0.11054021029217811,-0.13583673269658103,-0.03230921919768304,0.998240321358415,0.0036614318978237283,7.308777925644397e-06
2021-12-22,2022-12-21,2022-12-27,2023-01-26,0.02545577436679336,0.3520825860854111,0.09515690409711931,3.219356431090175,-0.017319793456497035,1.0254557743667934,0.0009484790335317944,1.8816185811869225e-06
2022-01-26,2023-01-26,2023-01-31,2023-03-01,-0.017517898234352014,-0.1910982610949915,0.07974795746638925,-2.61830150690872,-0.03192820566445487,0.982482101765648,8.477374496892136e-06,5.782942989604119e-13
2022-03-01,2023-03-01,2023-03-06,2023-04-03,-0.0027719846475594556,-0.032761335270425906,0.09869845096354045,-0.28803788238194317,-0.032193084687178075,0.9972280153524405,0.002955478513741302,5.8994524556358905e-06
2022-04-01,2023-04-03,2023-04-06,2023-05-05,0.007162327146452485,0.0894158051714471,0.06721120664953423,1.3080090385386618,-0.013682425597936199,1.0071623271464525,9.188503809400154e-06,2.6302747927298977e-13
2022-05-05,2023-05-05,2023-05-10,2023-06-08,0.008630338737822596,0.10862412903727114,0.07612947021657987,1.3928038073192919,-0.01649517484290386,1.0086303387378226,0.00028329664865917037,5.570779589937087e-07
2022-06-08,2023-06-08,2023-06-13,2023-07-13,0.018987961895952754,0.25322381881651923,0.06531860304780657,3.4898896773028234,-0.016193781562005904,1.0189879618959528,7.471699609914402e-06,1.6133927748902532e-13
2022-07-13,2023-07-13,2023-07-18,2023-08-15,-0.013713995934685252,-0.15270539034045727,0.06204267387854473,-2.638912052077443,-0.028176390734136803,0.9862860040653147,0.002851970727391135,5.696644165224853e-06
2022-08-15,2023-08-15,2023-08-18,2023-09-18,0.011523783048220437,0.14739560183820988,0.06399554521144171,2.1810664111314497,-0.010421657947047858,1.0115237830482204,8.78821772999554e-06,1.7890128669483755e-13
2022-09-16,2023-09-18,2023-09-21,2023-10-19,-0.0332417694534225,-0.33347792482993843,0.08110881906523022,-4.957019182423974,-0.027638939530840845,0.9667582305465775,5.985420752701433e-06,2.0536843798820114e-13
2022-10-19,2023-10-19,2023-10-24,2023-11-21,0.04571944499718028,0.7099452487968336,0.08521152610159963,6.344758888887636,-0.012055112612128327,1.0457194449971803,9.74189467774588e-06,2.6878089964106466e-13
2022-11-21,2023-11-21,2023-11-27,2023-12-26,0.04452474985231247,0.6866494139331929,0.07687717298478959,6.845132237907646,-0.00977327539524031,1.0445247498523125,9.446736926363287e-06,3.82419043023873e-13
2022-12-23,2023-12-26,2023-12-29,2024-01-30,0.007493329019530037,0.09371999148263632,0.05903323331680532,1.5473264331412808,-0.01143486011801298,1.00749332901953,0.0015439536125418122,3.076445667132386e-06
2023-01-30,2024-01-30,2024-02-02,2024-03-04,0.024344093031146263,0.3345978123129092,0.0681500786337074,4.271761318506921,-0.011267584115832618,1.0243440930311463,0.0006764897234153195,1.3477224075861719e-06
2023-03-03,2024-03-04,2024-03-07,2024-04-05,0.012427602839297558,0.1597589350174542,0.06314511050262708,2.3793948429631926,-0.01342298941989728,1.0124276028392976,0.004910140851419519,9.815063596401957e-06
2023-04-05,2024-04-05,2024-04-10,2024-05-08,-0.004115557461323416,-0.04828398866345107,0.0759014308330121,-0.6139150622635038,-0.01837591692650642,0.9958844425386766,0.0021066458986006807,4.204556287434677e-06
2023-05-09,2024-05-08,2024-05-13,2024-06-11,-0.0029779911745877463,-0.03515634909816656,0.07081178056706464,-0.46995073963905165,-0.02100662323316682,0.9970220088254123,0.000547713720737829,1.079157128118161e-06
2023-06-12,2024-06-11,2024-06-14,2024-07-16,0.04041808587092399,0.6087728062218047,0.05547494806696667,8.606658399716519,-0.0067390724579631245,1.040418085870924,1.2721348224327905e-05,1.525780036349375e-13
2023-07-17,2024-07-16,2024-07-19,2024-08-16,0.00637892268479634,0.07929058719469695,0.12061068813646345,0.6932173866733005,-0.03950331353482506,1.0063789226847963,0.0007885974126022788,1.5523710900198514e-06
2023-08-17,2024-08-16,2024-08-21,2024-09-19,0.025814305246215863,0.35776626325255334,0.08221825361260189,3.763232537437315,-0.021385766471390344,1.0258143052462159,0.0003583499556730579,6.999476532417783e-07
2023-09-20,2024-09-19,2024-09-24,2024-10-22,0.006183518500371354,0.07677853749562957,0.06187488265161589,1.2266307128499128,-0.008021793865910731,1.0061835185003714,0.002178939549721837,4.334008364703922e-06
2023-10-23,2024-10-22,2024-10-25,2024-11-22,0.021782736007144976,0.2950982814122842,0.08096030824294598,3.235992094652223,-0.015581931631360901,1.021782736007145,0.005033523964499069,1.0059699727581627e-05
2023-11-24,2024-11-22,2024-11-27,2024-12-27,-0.031070620447082975,-0.3152918525226035,0.08310569977837894,-4.512309054420432,-0.04537560073660518,0.968929379552917,0.010593674189476173,2.1189865548491255e-05
2023-12-28,2024-12-27,2025-01-02,2025-02-03,0.025352842914136975,0.35045488038024675,0.07458786445872342,4.06770855193826,-0.013863178889308103,1.025352842914137,1.4817362953759941e-05,5.688593113950661e-13
2024-02-01,2025-02-03,2025-02-06,2025-03-07,-0.014096211635482803,-0.15663723081811143,0.07830417334142327,-2.1356547106444115,-0.024952812167485128,0.9859037883645172,0.002170668058592236,4.3223830722579155e-06
2024-03-06,2025-03-07,2025-03-12,2025-04-09,-0.016815096929603812,-0.18412727372057924,0.24237819582327097,-0.7184069958544356,-0.07936292583027471,0.9831849030703962,1.1296609452085954e-05,1.6393162836275103e-13
2024-04-09,2025-04-09,2025-04-14,2025-05-13,0.049213631720570694,0.7797831605985184,0.08484991617816223,6.844353525530551,-0.010321680555934853,1.0492136317205707,8.969096233504306e-06,1.72111329618002e-13
2024-05-10,2025-05-13,2025-05-16,2025-06-16,0.00950885170361393,0.12026708500587135,0.07231034106375922,1.6071058247302594,-0.01316441739776164,1.009508851703614,0.00010921549802574016,2.0419047217099887e-07
2024-06-13,2025-06-16,2025-06-20,2025-07-21,0.023018777666980794,0.31402389851121604,0.06079864885274339,4.524642201495172,-0.011331118110680327,1.0230187776669808,1.4168933057259122e-05,1.4981748386551604e-13
2024-07-18,2025-07-21,2025-07-24,2025-08-21,0.0008499021709369448,0.01024663539493531,0.05671102462541949,0.2080716590083384,-0.01634969966382438,1.000849902170937,0.0034703311326442243,6.9198244048647734e-06
2024-08-20,2025-08-21,2025-08-26,2025-09-24,0.01920243170334457,0.25639272803155544,0.03808073491171655,6.015415035920107,-0.0032550434629826652,1.0192024317033446,1.0264223557964274e-05,2.496445361104713e-13
2024-09-23,2025-09-24,2025-09-29,2025-10-27,0.022192473920457756,0.3013441038195426,0.08113335326136356,3.2887834042563973,-0.016073590279220173,1.0221924739204578,0.002432739042822438,4.841461336592914e-06
