date,nav,daily_return,cumulative_return
2019-12-04,0.9986873557341259,-0.0013126442658740866,0.9986873557341259
2019-12-05,0.9973715468086785,-0.00131753838465316,0.9973715468086785
2019-12-06,1.0015456809970362,0.00418513461880262,1.0015456809970362
2019-12-09,0.9974813091814734,-0.004058099288608349,0.9974813091814734
2019-12-10,0.9938442453979355,-0.003646247553773658,0.9938442453979355
2019-12-11,0.9939650145128633,0.0001215171446502091,0.9939650145128633
2019-12-12,0.9954228551476181,0.0014666921002941709,0.9954228551476181
2019-12-13,0.9947655960391679,-0.0006602813116569079,0.9947655960391679
2019-12-16,0.9873172987446158,-0.007487489841032627,0.9873172987446158
2019-12-17,0.981679333208295,-0.005710388690129857,0.981679333208295
2019-12-18,0.998256352491671,0.01688638919309774,0.998256352491671
2019-12-19,0.9990883110797707,0.0008334117644461494,0.9990883110797707
2019-12-20,1.007323528080095,0.008242731807585613,1.007323528080095
2019-12-23,1.0065942848433211,-0.0007239414313727837,1.0065942848433211
2019-12-24,1.0017837588785257,-0.004779011799718468,1.0017837588785257
2019-12-26,1.0023081920866006,0.0005234994113521511,1.0023081920866006
2019-12-27,0.9991719877709806,-0.003128982024072991,0.9991719877709806
2019-12-30,0.9965649323205082,-0.0026092159131565784,0.9965649323205082
2019-12-31,0.9939419479901417,-0.0026320255161487584,0.9939419479901417
2020-01-02,0.9918727844903326,-0.0020817750010382685,0.9918727844903326
2020-01-03,1.0004502749971984,0.008647772820254682,1.0004502749971984
2020-01-06,1.0081404077274276,0.007686671614189764,1.0081404077274276
2020-01-07,1.024615424001471,0.016341985846179793,1.024615424001471
2020-01-08,1.014851544924079,-0.009529311045563715,1.014851544924079
2020-01-09,1.0156328609326262,0.0007698820703924304,1.0156328609326262
2020-01-10,1.0178687002307554,0.002201424731448687,1.0178687002307554
2020-01-13,1.0190658475354042,0.0011761313658407435,1.0190658475354042
2020-01-14,1.034229808774251,0.014880256536435512,1.034229808774251
2020-01-15,1.035354469137257,0.0010874375825028542,1.035354469137257
2020-01-16,1.0366788858873388,0.001279191609792744,1.0366788858873388
2020-01-17,1.045647455815471,0.008651251655864167,1.045647455815471
2020-01-21,1.039590353215345,-0.005792681430475174,1.039590353215345
2020-01-22,1.032973725398969,-0.0063646491100185,1.032973725398969
2020-01-23,1.0247969971304738,-0.007915717570974227,1.0247969971304738
2020-01-24,1.0327554194540396,0.0077658525013734395,1.0327554194540396
2020-01-27,1.03428220752784,0.0014783636522648891,1.03428220752784
2020-01-28,1.0430321023246951,0.008459871718927862,1.0430321023246951
2020-01-29,1.052814089323353,0.009378414122495399,1.052814089323353
2020-01-30,1.0602699949079522,0.007081882414198025,1.0602699949079522
2020-01-31,1.047780205717929,-0.011779819527107743,1.047780205717929
2020-02-03,1.0498634024885876,0.0019882001580962313,1.0498634024885876
2020-02-04,1.0553029328077255,0.005181179100294506,1.0553029328077255
2020-02-05,1.0785352018127536,0.0220147867335274,1.0785352018127536
2020-02-06,1.0884386563910682,0.009182319280510512,1.0884386563910682
2020-02-07,1.0949417124231222,0.00597466471249397,1.0949417124231222
2020-02-10,1.106417014179694,0.010480285504126732,1.106417014179694
2020-02-11,1.1180204834114302,0.010487428413543684,1.1180204834114302
2020-02-12,1.1333794265581394,0.013737622319623576,1.1333794265581394
2020-02-13,1.1148577092946856,-0.0163420270647586,1.1148577092946856
2020-02-14,1.1314154546525215,0.014851891160452326,1.1314154546525215
2020-02-18,1.1436920496018552,0.010850651631857106,1.1436920496018552
2020-02-19,1.1410838059879396,-0.002280547123523032,1.1410838059879396
2020-02-20,1.1290737007500173,-0.010525173676900958,1.1290737007500173
2020-02-21,1.132932480043482,0.003417650496066979,1.132932480043482
2020-02-24,1.1149332956695233,-0.015887252498284654,1.1149332956695233
2020-02-25,1.0821203263940324,-0.029430432657216885,1.0821203263940324
2020-02-26,1.0717192706352905,-0.00961173679585305,1.0717192706352905
2020-02-27,1.0651890526436496,-0.006093216918428617,1.0651890526436496
2020-02-28,1.046398530476451,-0.017640551337401823,1.046398530476451
2020-03-02,1.0762667881180372,0.02854386428465904,1.0762667881180372
2020-03-03,1.060500998439044,-0.01464858885644997,1.060500998439044
2020-03-04,1.074548521006351,0.013246119134242817,1.074548521006351
2020-03-05,1.0886642233071289,0.013136402893708451,1.0886642233071289
2020-03-06,1.101258688590084,0.011568732592952966,1.101258688590084
2020-03-09,1.1061164645308244,0.004411112476179236,1.1061164645308244
2020-03-10,1.0878626583303213,-0.016502607804726687,1.0878626583303213
2020-03-11,1.0748312028234421,-0.01197895286421553,1.0748312028234421
2020-03-12,1.068721722829881,-0.005684129728939936,1.068721722829881
2020-03-13,1.066007897569894,-0.0025393188909842157,1.066007897569894
2020-03-16,1.0826859147563688,0.01564530358967762,1.0826859147563688
2020-03-17,1.0600104011850533,-0.020943759646506566,1.0600104011850533
2020-03-18,1.0402674679944273,-0.01862522591151381,1.0402674679944273
2020-03-19,1.0394168440609166,-0.0008176973323510092,1.0394168440609166
2020-03-20,1.0615368770383102,0.0212811954162418,1.0615368770383102
2020-03-23,1.0820591837572624,0.019332636635487833,1.0820591837572624
2020-03-24,1.0816736417854478,-0.00035630395971136255,1.0816736417854478
2020-03-25,1.085932706834447,0.0039374769657593515,1.085932706834447
2020-03-26,1.0883077103682444,0.0021870632672262857,1.0883077103682444
2020-03-27,1.094511710855731,0.005700594076823518,1.094511710855731
